tier	encoding	todo_line	id	section	primary_domain	all_domains	body_chars	title
C	cb	4844		Stranded `.tmp-rename` recovery — bisect complete, recovery outstandin	(unresolved)	(unresolved)	293	Investigate book rows affected as a side effect. `scrubVar`'s own comment
C	cb	4848		Stranded `.tmp-rename` recovery — bisect complete, recovery outstandin	(unresolved)	(unresolved)	158	Confirm no new bogus directories appear now that both the pattern and the
C	cb	4861		Stranded `.tmp-rename` recovery — bisect complete, recovery outstandin	(unresolved)	(unresolved)	402	**Maintenance window: watchdog cancels it, then the plugin reports success.** Prod
C	cb	4901		🐛 `book_file.missing` / `file_exists` are stale — nothing maintains th	(unresolved)	(unresolved)	126	**Decide the 16,265 books with no surviving file** (was believed to be 5,
C	cb	4903		🐛 `book_file.missing` / `file_exists` are stale — nothing maintains th	(unresolved)	(unresolved)	154	**`missing-file-repair` dry run hit the 20,000 `max_deletes` cap.** The true
C	cb	4905		🐛 `book_file.missing` / `file_exists` are stale — nothing maintains th	(unresolved)	(unresolved)	181	**1,006 missing rows are under the iTunes tree**, contradicting the
C	cb	4908		🐛 `book_file.missing` / `file_exists` are stale — nothing maintains th	(unresolved)	(unresolved)	71	**61 rows carry a mangled `/X:/books/itunes/Audiobooks` Windows path.**
C	cb	4919		🐛 `book_file.missing` / `file_exists` are stale — nothing maintains th	(unresolved)	(unresolved)	304	**Answer why the organizer recorded destination rows it never populated.**
C	cb	4924		🐛 `book_file.missing` / `file_exists` are stale — nothing maintains th	(unresolved)	(unresolved)	431	**Register `HEAD` for the audio/file routes.** The server registers no `HEAD` handler
C	cb	5021		Update 2026-08-16: one of these was NOT pre-existing	(unresolved)	(unresolved)	1089	**Add an `{edition_suffix}` folder-pattern token.** Two editions of the same
C	cb	5271		Contributor data cleanup — follow-ups to `maintenance.purge-empty-auth	(unresolved)	(unresolved)	277	**Narrator equivalent of the empty-author purge.** There is no
C	cb	5281		Contributor data cleanup — follow-ups to `maintenance.purge-empty-auth	(unresolved)	(unresolved)	685	**Author↔narrator swap repair.** Measured lower bound: 1,052 names appear in
C	cb	5290		Contributor data cleanup — follow-ups to `maintenance.purge-empty-auth	(unresolved)	(unresolved)	492	**`DeleteAuthor`'s junction cleanup is dead code.** It iterates the
C	cb	5449		Missing-file lane — follow-ups after the report-only change (#2614)	(unresolved)	(unresolved)	391	**Run the classify pass in prod** and record the numbers.
C	cb	5461		Missing-file lane — follow-ups after the report-only change (#2614)	(unresolved)	(unresolved)	300	**Missing-file audit Phase 1a still has no PR and is not mutation-tested.**
C	cb	5650		Missing-file lane — follow-ups after the report-only change (#2614)	(unresolved)	(unresolved)	4159	"**`book-detail.spec.ts` ""soft delete, restore, and purge flow"" fails only in the full"
C	cb	6425		Missing-file lane — follow-ups after the report-only change (#2614)	(unresolved)	(unresolved)	2609	**E2E repair progress — measured 2026-08-09. Supersedes the stale
C	cb	6484		Missing-file lane — follow-ups after the report-only change (#2614)	(unresolved)	(unresolved)	1907	**`version-management.spec.ts` (6 failures) — version management MOVED off
C	cb	6988		Missing-file lane — follow-ups after the report-only change (#2614)	(unresolved)	(unresolved)	3215	**Audit every e2e mock handler against whether its app-side reader
C	cb	7254		Missing-file lane — follow-ups after the report-only change (#2614)	(unresolved)	(unresolved)	1111	**The unified Dedup view has no e2e coverage at all.** Found 2026-08-09
C	cb	7404		Missing-file lane — follow-ups after the report-only change (#2614)	(unresolved)	(unresolved)	1532	**Stop Deluge writing in-progress downloads directly into the new-books
C	cb	7435		Missing-file lane — follow-ups after the report-only change (#2614)	(unresolved)	(unresolved)	2481	**Require every operation to support `dry_run`, and enforce it at the
C	cb	7736		Missing-file lane — follow-ups after the report-only change (#2614)	(unresolved)	(unresolved)	4612	**Move library filtering/search into the Go server as a real, declared
C	cb	8094		Missing-file lane — follow-ups after the report-only change (#2614)	(unresolved)	(unresolved)	1695	"**~180 ""bracketed series"" are actually one shattered book each** — found by"
C	cb	8151		Missing-file lane — follow-ups after the report-only change (#2614)	(unresolved)	(unresolved)	1423	**react-router GHSA-qwww-vcr4-c8h2 — accepted, not reachable, do not
C	cb	8236		Missing-file lane — follow-ups after the report-only change (#2614)	(unresolved)	(unresolved)	499	**`DeleteBookFilesForBook` leaves stale memdb rows behind.** It never calls
C	cb	8245		Missing-file lane — follow-ups after the report-only change (#2614)	(unresolved)	(unresolved)	1414	**The 3 dangerous multidisc holds are DUPLICATES, not series — feed them to
C	cb	8273		Missing-file lane — follow-ups after the report-only change (#2614)	(unresolved)	(unresolved)	2190	**Frontend framework versions — how far behind we actually are, and the
C	cb	8551		Missing-file lane — follow-ups after the report-only change (#2614)	(unresolved)	(unresolved)	1841	**Version-group acoustic audit op** — verify that books marked as VERSIONS
C	cb	8611		Missing-file lane — follow-ups after the report-only change (#2614)	(unresolved)	(unresolved)	1934	**Backfill chapters into files that lack them, using a duplicate as the
C	cb	8675		Missing-file lane — follow-ups after the report-only change (#2614)	(unresolved)	(unresolved)	1803	**Reading status and review/rating must sync from the app back to the
C	cb	8707		Missing-file lane — follow-ups after the report-only change (#2614)	(unresolved)	(unresolved)	1594	**Use Deluge as a metadata and identity source** — owner idea 2026-08-05:
C	cb	8738		Missing-file lane — follow-ups after the report-only change (#2614)	(unresolved)	(unresolved)	1994	**Use Deluge's per-torrent file list as ground truth for GROUPING** — owner
C	cb	8890		Missing-file lane — follow-ups after the report-only change (#2614)	(unresolved)	(unresolved)	2728	"**""First Aid"" — one sequenced library validate + repair system** — owner"
C	cb	8943		Missing-file lane — follow-ups after the report-only change (#2614)	(unresolved)	(unresolved)	740	**Never delete — re-associate (duplicate resolution)**. Deleting a
C	cb	9000		Missing-file lane — follow-ups after the report-only change (#2614)	(unresolved)	(unresolved)	904	**Remaining after the first apply:** 1,019 directory-shaped books held for
C	cb	9020		Missing-file lane — follow-ups after the report-only change (#2614)	(unresolved)	(unresolved)	449	**Re-run `regroup-shattered-ai` after relink and re-measure the queue.**
C	cb	9659		Status 2026-08-04	(unresolved)	(unresolved)	484	**`The Trapped Mind Project` is a 13-second stub, not an audiobook**
C	cb	9666		Status 2026-08-04	(unresolved)	(unresolved)	230	**5 books are multi-copy, not row-duplicated** — distinct paths for the same
C	cb	9669		Status 2026-08-04	(unresolved)	(unresolved)	113	**`Call to Arms` (9,957h)** — 96 *distinct* files, unchanged by the dedupe run.
C	cb	9671		Status 2026-08-04	(unresolved)	(unresolved)	204	**Corrected aggregates are invisible until memdb refreshes** — see the
C	cb	10290		"SEC: origin is reachable from the LAN — ""bind loopback"" is NOT achieva"	(unresolved)	(unresolved)	524	**ABS-SYNC: exempt the ABS surface from `BasicAuth()` when `basic_auth_enabled`
C	cb	10298		"SEC: origin is reachable from the LAN — ""bind loopback"" is NOT achieva"	(unresolved)	(unresolved)	291	**ABS-SYNC: prune expired `abs_sess:` records on a schedule.**
C	cb	10333		"SEC: origin is reachable from the LAN — ""bind loopback"" is NOT achieva"	(unresolved)	(unresolved)	310	**ABS-SYNC: wave 3 — backfill + survival proof.** TASK-04 (idempotent sync-ID
C	cb	10337		"SEC: origin is reachable from the LAN — ""bind loopback"" is NOT achieva"	(unresolved)	(unresolved)	553	**ABS-SYNC: TASK-11 — auth core, both credential modes.** Brief not yet written.
C	cb	10344		"SEC: origin is reachable from the LAN — ""bind loopback"" is NOT achieva"	(unresolved)	(unresolved)	465	**ABS-SYNC: Phase 3 — DTO mapping + library browse.** Depends on waves 1–2 and
C	cb	10354		"SEC: origin is reachable from the LAN — ""bind loopback"" is NOT achieva"	(unresolved)	(unresolved)	276	**ABS-SYNC: Phase 7 — socket.io (Absorb only).** AudioBooth needs no websocket at
C	cb	10358		"SEC: origin is reachable from the LAN — ""bind loopback"" is NOT achieva"	(unresolved)	(unresolved)	514	**ABS-SYNC: Phase 8 — topology, runbook, migration guide.** Cloudflare Access
C	cb	10366	REGROUP-PARTCHAPTER-PARSER	"SEC: origin is reachable from the LAN — ""bind loopback"" is NOT achieva"	(unresolved)	(unresolved)	343	"**REGROUP-PARTCHAPTER-PARSER** The Mistborn-style ""Ambiguous folder"" case"
C	cb	10383		"SEC: origin is reachable from the LAN — ""bind loopback"" is NOT achieva"	(unresolved)	(unresolved)	480	**iTunes 2-way-sync — remaining P0 measurements.** (a) Cross-type PID collisions
C	nb	10507		Dedup (10)	(unresolved)	(unresolved)	96	**REVIEW-band candidate producer for the review queue** (H1:35) — B2 fast-follow;
C	nb	10509		Dedup (10)	(unresolved)	(unresolved)	144	**Flip `review_apply_enabled` ON in prod** — apply path merged (#1953) but default
C	nb	10511		Dedup (10)	(unresolved)	(unresolved)	81	**C8 — auto-file issues per `not_dup` cluster** (H1:1332; INIT-10 T5) — deferred.
C	nb	10521		Dedup (10)	(unresolved)	(unresolved)	144	**Async breakdown-refresh for bulk/cluster dismiss** (H1:1877) — per-pair synchronous
C	nb	10525		Dedup (10)	(unresolved)	(unresolved)	81	**Regression tests for the 2 untested deluge hydrate sites** (H1:568) — optional.
C	nb	10526		Dedup (10)	(unresolved)	(unresolved)	94	**Hide system-sourced tags from the Browse-by-Tag cloud** (H1:433) — UX preference,
C	nb	10531		Identification / metadata (5)	(unresolved)	(unresolved)	113	**AI-enrichment tier for the ambiguous regroup pile** (H1:35) — B2 fast-follow;
C	nb	10533		Identification / metadata (5)	(unresolved)	(unresolved)	56	**Cover recovery fast-follow** (H1:35) — B2 fast-follow.
C	nb	10537		Identification / metadata (5)	(unresolved)	(unresolved)	77	**Description fetch campaign — ~29,083 books without descriptions** (H1:790).
C	nb	10538		Identification / metadata (5)	(unresolved)	(unresolved)	300	**LLM/embeddings backend-mode toggle** (extracted from the archived 2026-07-02
C	nb	10572		Pipeline (8)	(unresolved)	(unresolved)	126	**iTunes path-heal residuals** (H1:899-906) — 3,720 ambiguous / 5,349 not-found /
C	nb	10574		Pipeline (8)	(unresolved)	(unresolved)	95	**AP-1b — physically co-locate survivor's files after Combine** (H1:936) — inside
C	nb	10576		Pipeline (8)	(unresolved)	(unresolved)	98	**AP-3 duration-reextract ~721-book tail** (H1:949) — re-enqueue apply
C	nb	10582		Pipeline (8)	(unresolved)	(unresolved)	137	**CONS-18 Part 2 — file-tag duration write-back** (H1:1019; spec 2026-06-19 DRAFT)
C	nb	10603		Workflow / ops (4)	(unresolved)	(unresolved)	130	**Responses-API migration AI-RESP-A/B/E/F (INIT-7)** (H1:2596-2603) — [hold,
C	nb	10610		Logging / verification / security-ops (5)	(unresolved)	(unresolved)	172	**SLOG-W13 residual ~1,346 raw slog calls** (H1:2037) — remaining calls enumerated
C	nb	10613		Logging / verification / security-ops (5)	(unresolved)	(unresolved)	86	**SEC-AUDIT-11 — CodeQL bulk-dismissal rationales** (H1:2267) — GitHub-console
C	nb	10617		Logging / verification / security-ops (5)	(unresolved)	(unresolved)	118	**I1 + I6 — prod pprof verification** (H1:1515, 1538) — measure chromem-lazy
C	nb	10660		UX (4)	(unresolved)	(unresolved)	133	**1.16 — resizable/sortable columns** (H1:2750) — remaining: dedup results,
C	nb	10706		Other / close-out (10)	(unresolved)	(unresolved)	314	**2026-05-01 re-audit block close-out pass** (H1:3137-3177) — TEST-2, DEP-1a-e,
C	nb	10710		Other / close-out (10)	(unresolved)	(unresolved)	101	**WaitForWarmup hazard note** (H1:3118) — latent create-then-read-memdb test
C	nb	10712		Other / close-out (10)	(unresolved)	(unresolved)	87	**GFO-4 — graceful-file-ops sub-op phase tracking** — last open graceful-file-ops
C	nb	10714		Other / close-out (10)	(unresolved)	(unresolved)	61	**Performance items #1/#2/#6** (2026-04-14 set) — still open.
C	nb	10728		Other / close-out (10)	(unresolved)	(unresolved)	118	**Transcription quality filter** — ~40% of transcripts low-quality/unparsed; list
C	nb	10730		Other / close-out (10)	(unresolved)	(unresolved)	113	**iTunes heal Layer-6 re-trigger** (H1:897) — re-run after path-heal residuals
C	nb	10783		Dedup + review consolidation (3) — 2026-07-18 owner request	(unresolved)	(unresolved)	400	"**Overhaul the review interface (""make it not suck"")** — the review page UX is a"
C	nb	10788		Dedup + review consolidation (3) — 2026-07-18 owner request	(unresolved)	(unresolved)	451	**Consolidate the dedup page into the review page** — slim the dedup page down to
C	cb	10831		Remaining — execution state (briefs)	(unresolved)	(unresolved)	355	"**T03** — **sandbox** purge wave: `maintenance.dedup-exact-triage {""apply"":true}` (dismiss"
C	cb	10849		Remaining — execution state (briefs)	(unresolved)	(unresolved)	129	**T13** — docs truth-up with measured sandbox/prod numbers (dedup/STATUS.md, pending-prod-actions.md, exec summary) — in progress
C	cb	50		CI / automation	ci/scripts	ci/scripts	152	`scripts/test_check_memory_leaks.py` is executed by no workflow. Either wire it
C	cb	1852		Config	ci/scripts	ci/scripts	2417	**A `todo.d` fragment assembled between the PR that files it and the PR
C	cb	4312		Series table integrity — follow-ups from the 2026-08-14 prune repair	ci/scripts	ci/scripts	512	**Check `scripts/setup-prometheus-auth.py` for the dead-indentation
C	cb	8044		Missing-file lane — follow-ups after the report-only change (#2614)	ci/scripts	ci/scripts	2787	**Never accumulate more than 10 RCs on a version — cut the stable release
C	cb	6701		Missing-file lane — follow-ups after the report-only change (#2614)	cmd/root.go	cmd/root.go;internal/database;docs	3388	**⚖️ DECIDE which sort indexes to enable — the design-doc cost estimate was ~10×
C	cb	101		CI / automation	docs	docs	1565	📚 **Docs consolidation follow-ups (from the 2026-08-11 inventory).** Full evidence in
C	cb	157		Dedup	docs	docs	1423	**Exact-candidate backlog is re-accumulating — fix the source, not the symptom.** The
C	cb	397		Docs	docs	docs	1122	**Give the 2026-06-22 security sweep a status column so it can eventually be retired.**
C	cb	497		ABS surface — what is still missing after the series/playlist fix	docs	docs	488	"**`docs/reference/abs-target-client-contract.md` §11 lists playlists as ""safe to"
C	cb	1194		Dedup	docs	docs	1971	🧊 **`*PebbleStore` struct split — LOWEST PRIORITY. Literally do anything else
C	cb	1317	CFG-AUDIT	Config	docs	docs	1291	**CFG-AUDIT** Triage the findings in
C	cb	2238	REVIEW-PREVIEW	Config	docs	docs	1493	**REVIEW-PREVIEW** Play the first ~2 minutes of audio directly from the
C	cb	4660		Import-path scan no longer surfaces per-file scan errors	docs	docs	637	**3 scheduled tasks are ENABLED but can never run.** Startup logs
C	cb	4894		🐛 `book_file.missing` / `file_exists` are stale — nothing maintains th	docs	docs	467	**Classify the 71,954 missing `book_file` rows by shape before any
C	cb	5037		Update 2026-08-16: one of these was NOT pre-existing	docs	docs	1213	**Investigate the LLM host's GPU cooling before running another full `library.scan`.**
C	cb	5466		Missing-file lane — follow-ups after the report-only change (#2614)	docs	docs	401	**`database.Store` is grouped, not yet unreachable.** `.interface-width-baseline`
C	cb	10372		"SEC: origin is reachable from the LAN — ""bind loopback"" is NOT achieva"	docs	docs	946	**iTunes 2-way-sync P3 (cleanup) — decision: MEASURE-AND-STOP, no removal machinery.**
C	cb	10390		"SEC: origin is reachable from the LAN — ""bind loopback"" is NOT achieva"	docs	docs	1276	**iTunes 2-way-sync P2 — relocate-only sync cycle (MVP end).** All prerequisites are
C	cb	10457		"SEC: origin is reachable from the LAN — ""bind loopback"" is NOT achieva"	docs	docs	640	**iTunes 2-way sync writeback (edit-in-place, preserve play-state).** The deployed
C	nb	10500		Dedup (10)	docs	docs	481	**PH-2 — run `maintenance.dedup-exact-triage` on prod + review populations; PH-2b
C	nb	10523		Dedup (10)	docs	docs	121	**Omnibus detection + dedup** — spec-only
C	nb	10534		Identification / metadata (5)	docs	docs	184	**Community audiobook fingerprint index (INIT-8)** — spec-only
C	nb	10591		Workflow / ops (4)	docs	docs	583	**Workflow system WF-0/2/3/4/5 (INIT-6)** (H1:1128-1133;
C	nb	10608		Logging / verification / security-ops (5)	docs	docs	127	**SLOG-PROD-VERIFY** (H1:2038; [runbook](docs/operations/slog-prod-verify.md)) —
C	nb	10615		Logging / verification / security-ops (5)	docs	docs	146	**PD-3 — post-deploy prod verification checklist** (H1:1568-1574;
C	nb	10632		Infra (5)	docs	docs	239	**REPO-SIZE-1 decision** ([plan](docs/plans/2026-07-10-repo-size-history-rewrite-plan.md),
C	nb	10635		Infra (5)	docs	docs	213	**Execution-manifest human gates**
C	cb	4548		Search placeholder hint missing when navigating to All Books from Fini	internal/aiscan	internal/aiscan	635	**`ClearStaleOperations` is still wired, deliberately.** `POST
C	cb	888		Organize/apply rename paths: three hand-verified silent failures	internal/audiobooks	internal/audiobooks	1029	**Split `AudiobookService`, not just its store interface.** `audiobookStore`
C	cb	1980	SEARCH-CACHE	Config	internal/audiobooks	internal/audiobooks;internal/server/search_reconciler.go;web (frontend)	2157	**SEARCH-CACHE** Search results are not cached anywhere on the server.
C	cb	2595	SEC-CODEQL-BACKLOG	⚠️ The activity channel overflows during organize and DROPS records	internal/audiobooks	internal/audiobooks;internal/backup;internal/covers;internal/database;internal/fileops;internal/httputil;internal/metadata;internal/mtls;internal/server/handlers;internal/server/server.go	3870	**SEC-CODEQL-BACKLOG** 326 open CodeQL alerts on `main`, including **2
C	nb	10670		Other / close-out (10)	internal/audiobooks	internal/audiobooks;internal/database;internal/maintenance;internal/server;internal/server/;internal/server/handlers;internal/server/interfaces.go;docs	2235	"**4.8 — Store ISP sweep** (H1:2787) — **RE-SCOPED 2026-07-18; the ""~38-file + 18"
C	cb	10303		"SEC: origin is reachable from the LAN — ""bind loopback"" is NOT achieva"	internal/audioutil	internal/audioutil;internal/config;internal/diagnosis	731	**ABS-SYNC: consolidate the two DRM detection paths, and wire one into the
C	cb	5197		Compound narrator names are not split into individual narrators	internal/auth	internal/auth;internal/maintenance;internal/operations;internal/server/maintenance_dispatcher.go;internal/server/maintenance_job_op.go;internal/server/wire_operations_routes.go	3108	**`OperationDef.Permissions` is enforced by nothing — and PR-3 is about to delete the code that *is* doing the enforcing**
C	cb	90		CI / automation	internal/config	internal/config	365	⚙️ **Decide `ABS_API_ENABLED` for production (N-11).** It defaults to `false`
C	cb	1247		Config	internal/config	internal/config;internal/metafetch	1601	**Rename `write_back_metadata` → `auto_write_tags_on_fetch`.** The current name
C	cb	232		Tasks	internal/database	internal/database	188	Once a stuck test is named: find the unbounded wait. Look for `sync.WaitGroup.Wait`,
C	cb	468		ABS surface — what is still missing after the series/playlist fix	internal/database	internal/database	644	**Collections do not exist — this is a FEATURE, not a wiring fix.** `/api/collections`
C	cb	1227		Dedup	internal/database	internal/database;internal/plugins/maintenance;internal/server/indexed_store.go;internal/server/server.go;internal/server/server_maintenance_deps.go;internal/testutil;docs	1192	**Finish killing `database.Store` — 18 references left outside `internal/database`.**
C	cb	1627	MERGE-CACHE-EVICT	Config	internal/database	internal/database;internal/dedup;internal/merge;internal/search;internal/server/handlers	3373	**MERGE-CACHE-EVICT** A merge must evict (or dirty-flag) every merged-away
C	cb	2181	PLAYBACK-IMPORT	Config	internal/database	internal/database;internal/itunes;internal/readstatus	2127	**PLAYBACK-IMPORT** Listened / in-progress status is not coming across from
C	cb	2373	VG-DOUBLE-PRIMARY	Config	internal/database	internal/database;internal/merge;internal/reconcile	2870	**VG-DOUBLE-PRIMARY** A version group can end up with **two** members both
C	cb	3526		Author delete paths guard with the listing counter, same shape as the 	internal/database	internal/database	1653	"**`BulkDeleteAuthors` and `DeleteEmptyAuthor` decide ""is this author empty?"""
C	cb	3948		PERF-4 is still live: iTunes search calls `SearchBooks(search, 0, 0)`	internal/database	internal/database	729	**`opstate:<id>:params` keys are never swept.** `runMaintenanceJob` now
C	cb	4678		Store-interface audit — defects found incidentally (each independent o	internal/database	internal/database	565	`internal/database/store.go` — `globalStore` is guarded by `globalStoreMu sync.RWMutex`
C	cb	4685		Store-interface audit — defects found incidentally (each independent o	internal/database	internal/database;internal/server/wire_abs_routes.go	507	`internal/server/wire_abs_routes.go:494` — bare `s.Store().(*database.PebbleStore)`
C	cb	4694		Store-interface audit — defects found incidentally (each independent o	internal/database	internal/database	260	`internal/database/iface_assert.go` — its comment claims compile-time proof that
C	cb	4721		Store-interface audit — defects found incidentally (each independent o	internal/database	internal/database;docs	264	`internal/database/store.go:17` cites
C	cb	4728		Store-interface audit — defects found incidentally (each independent o	internal/database	internal/database	330	⚠ `internal/database/mock_store.go` — ~88 of `MockStore`'s 399 methods have no `Func`
C	cb	5424		`ResumeRequeue` has two live implementations that disagree about param	internal/database	internal/database;internal/dedup;internal/metafetch;internal/plugins/acoustid;internal/plugins/maintenance;internal/reconcile;internal/server;internal/server/handlers;internal/versions	1574	**Store-parameter narrowing: 54 declarations remain.** Re-measured 2026-08-17 by AST.
C	cb	9259		Missing-file lane — follow-ups after the report-only change (#2614)	internal/database	internal/database;internal/plugins/maintenance;internal/server/audiobooks_helpers.go;internal/server/handlers	4170	**Corrected book aggregates are invisible until memdb refreshes.**
C	cb	17	MERGE-UNDO	📥 Inbox	internal/dedup	internal/dedup	1484	**MERGE-UNDO** Make a review-initiated merge reversible. The machinery is
C	cb	1162		Dedup	internal/dedup	internal/dedup	1894	**Clean up the 2,504 already-orphaned dedup candidates — use the existing
C	cb	3966		PERF-4 is still live: iTunes search calls `SearchBooks(search, 0, 0)`	internal/dedup	internal/dedup	603	**`dedup.series-dedup` still has no dry-run parameter at all.**
C	cb	4222		Series table integrity — follow-ups from the 2026-08-14 prune repair	internal/dedup	internal/dedup;internal/scanner	2718	**Identify what produced the 2026-08-11 burst of phantom series references.**
C	cb	4288		Series table integrity — follow-ups from the 2026-08-14 prune repair	internal/dedup	internal/dedup;internal/maintenance	422	**Two more series deleters have no cache invalidation and no ref guard**, and
C	cb	4719		Store-interface audit — defects found incidentally (each independent o	internal/dedup	internal/dedup	138	"`internal/dedup/collectors_metadata.go:51` — ""`database.EnsureSingletonBookTag` (which"
C	cb	10313		"SEC: origin is reachable from the LAN — ""bind loopback"" is NOT achieva"	internal/dedup	internal/dedup;internal/merge;internal/reconcile;internal/scanner	1166	**ABS-SYNC TASK-12 (P1, data-loss class): close the three identity gaps so §4.3's
C	nb	10750		Dedup + review consolidation (3) — 2026-07-18 owner request	internal/dedup	internal/dedup;internal/fingerprint;internal/plugins/acoustid	2470	**Fingerprint-confirmed dedup + shattered-book reassembly against the original
C	cb	10350		"SEC: origin is reachable from the LAN — ""bind loopback"" is NOT achieva"	internal/httputil	internal/httputil	301	**ABS-SYNC: Phase 5b — playback routes.** `POST /api/items/:id/play`,
C	cb	4714		Store-interface audit — defects found incidentally (each independent o	internal/importer	internal/importer	172	`internal/importer/service.go:27-31` — `type Store = database.Store` justified by
C	cb	1767		Config	internal/itunes	internal/itunes	2522	🎧 **iTunes dynamic-playlist import and playlist push-back are fully
C	cb	4208	PERF-5	2026-06-22 security-sweep: the items still open after the status pass	internal/itunes	internal/itunes	165	**PERF-5** — `internal/itunes/backfill.go:60-68` offset pagination over
C	cb	4521		Search placeholder hint missing when navigating to All Books from Fini	internal/itunes	internal/itunes	452	**Wire `itunes.position-sync` or drop it.** `internal/itunes/service/position_sync.go`
C	cb	10406		"SEC: origin is reachable from the LAN — ""bind loopback"" is NOT achieva"	internal/itunes	internal/itunes;docs	939	**`isAudiobookITL` under-classifies audiobooks (fail-safe, but fix carefully).**
C	cb	4605		Search placeholder hint missing when navigating to All Books from Fini	internal/logger	internal/logger	471	**Audit the other two silently-stubbed `StandardLogger` methods.**
C	cb	3939		PERF-4 is still live: iTunes search calls `SearchBooks(search, 0, 0)`	internal/maintenance	internal/maintenance;internal/operations;internal/server;internal/server/...	568	**Check GitHub CI on the merge commit.** Merged on an explicit instruction
C	cb	2025	REVIEW-COMBINE-FIRST	Config	internal/merge	internal/merge;internal/reconcile;internal/server/wire_dedup_routes.go;web (frontend);docs	2732	**REVIEW-COMBINE-FIRST** Let the owner combine two books into one, or
C	cb	4698		Store-interface audit — defects found incidentally (each independent o	internal/merge	internal/merge;internal/plugins/acoustid	421	`internal/merge/service.go:34-42` — `AsExternalIDReassigner` uses a bare
C	cb	847		Organize/apply rename paths: three hand-verified silent failures	internal/metafetch	internal/metafetch;internal/server/batch_apply_one.go;internal/server/handlers	823	**F7 — `ApplyMetadataFileIO` returns nothing, so rename failure is
C	cb	860		Organize/apply rename paths: three hand-verified silent failures	internal/metafetch	internal/metafetch	694	**F6 — `ensureLibraryCopy` treats an empty organize as success.**
C	cb	1338	SCORE-REC	Config	internal/metafetch	internal/metafetch	773	**SCORE-REC** Route `ScoreOneResultWithBreakdown` through `scoreRecorder`
C	cb	3502		Search follow-ups from the wildcard/phrase fix (2026-08-13)	internal/metafetch	internal/metafetch	876	"**Activity-log summaries drop their data — ""cover art saved to"" (to"
C	cb	606		ABS API — sweep every endpoint for accepted-but-ignored query paramete	internal/operations	internal/operations	750	"🔁 **Wire a durable ""probed, found none"" marker before this op is ever"
C	cb	700		Follow-up on the op itself	internal/operations	internal/operations;internal/plugins/maintenance	293	One unreproduced failure of `internal/plugins/maintenance` was observed on
C	cb	4703		Store-interface audit — defects found incidentally (each independent o	internal/operations	internal/operations	233	`internal/operations/registry/register.go:40-42` — `prodSchedulerStore` embeds
C	cb	4743		Store-interface audit — defects found incidentally (each independent o	internal/operations	internal/operations	76	`internal/operations/mocks` — 206 generated lines, effectively unreferenced.
C	cb	4586		Search placeholder hint missing when navigating to All Books from Fini	internal/organizer	internal/organizer;internal/reconcile;internal/scanner	1222	**Forward `IsCanceled()` through `reporterLogger` and exercise the four guards it wakes up.**
C	cb	4513		Search placeholder hint missing when navigating to All Books from Fini	internal/plugins/itunes	internal/plugins/itunes;internal/server/itunes_ops.go	599	**Finish (or delete) the iTunes plugin op migration.** `internal/plugins/itunes/`
C	cb	4107		Offset-pagination walkers: 5 remaining + the CI flake is NOT the cross	internal/plugins/maintenance	internal/plugins/maintenance;internal/quarantine	607	**5 more walkers share the exposure** (whole-library offset loops over
C	cb	5454		Missing-file lane — follow-ups after the report-only change (#2614)	internal/plugins/maintenance	internal/plugins/maintenance	328	**Build the re-point repair.** It must UPDATE `file_path` to the flat name the
C	cb	8433		Missing-file lane — follow-ups after the report-only change (#2614)	internal/plugins/maintenance	internal/plugins/maintenance	2037	**Investigate: 79% of books with a stored transcript are marked
C	cb	8837		Missing-file lane — follow-ups after the report-only change (#2614)	internal/plugins/maintenance	internal/plugins/maintenance	1583	**Canary the multidisc applies behind a before/after snapshot** — owner
C	cb	4739		Store-interface audit — defects found incidentally (each independent o	internal/scanner	internal/scanner	294	`internal/scanner/mocks` — 442 generated lines, **zero** importers, while
C	cb	4852		Stranded `.tmp-rename` recovery — bisect complete, recovery outstandin	internal/scanner	internal/scanner	603	**Give the AI parser typed provider errors.** `internal/scanner/ai_failure.go`
C	cb	10329		"SEC: origin is reachable from the LAN — ""bind loopback"" is NOT achieva"	internal/scanner	internal/scanner;docs	449	**ABS-SYNC: wave 2 — scanner + merge wiring.** Briefs in
C	cb	618		ABS API — sweep every endpoint for accepted-but-ignored query paramete	internal/search	internal/search	704	🔍 **Index track names so smart playlists can match them.** The Bleve
C	cb	3369		Search / version-group census corrections (2026-08-13)	internal/search	internal/search	553	**`all` and `and` are stopwords and are silently dropped from queries.**
C	cb	6133		Missing-file lane — follow-ups after the report-only change (#2614)	internal/search	internal/search;docs	1750	**The checked-in `.api-token` no longer authenticates, and it blocked a real
C	cb	4202	SEC-2	2026-06-22 security-sweep: the items still open after the status pass	internal/server/bootstrap.go	internal/server/bootstrap.go	130	**SEC-2** — bootstrap still writes plaintext credential files
C	cb	2329		Config	internal/server/handlers	internal/server/handlers	1996	🐛 **`GET /audiobooks/soft-deleted` computes its `total` by fetching up to
C	cb	4281		Series table integrity — follow-ups from the 2026-08-14 prune repair	internal/server/handlers	internal/server/handlers	409	**`BulkDeleteSeries` still deletes on a filtered count.**
C	cb	4716		Store-interface audit — defects found incidentally (each independent o	internal/server/handlers	internal/server/handlers	264	`internal/server/handlers/organize.go:57-62` — `type OrganizeStore = database.Store`
